,random_100,industrialarts_socialstudies_100,socialstudies_industrialarts_100,random_200,industrialarts_socialstudies_200,socialstudies_industrialarts_200,random_300,industrialarts_socialstudies_300,socialstudies_industrialarts_300
0,0.5625,0.503759398496,0.481481481481,0.56862745098,0.526717557252,0.538461538462,0.546391752577,0.518987341772,0.507537688442
1,0.449275362319,0.481481481481,0.360544217687,0.509433962264,0.550387596899,0.454545454545,0.511335012594,0.542416452442,0.456310679612
2,0.438848920863,0.428571428571,0.470588235294,0.503759398496,0.509433962264,0.544401544402,0.526717557252,0.488833746898,0.515151515152
3,0.503759398496,0.470588235294,0.449275362319,0.550387596899,0.515151515152,0.486988847584,0.554404145078,0.5,0.515151515152
4,0.481481481481,0.449275362319,0.470588235294,0.503759398496,0.538461538462,0.503759398496,0.507537688442,0.522842639594,0.518987341772
5,0.515151515152,0.503759398496,0.481481481481,0.503759398496,0.520912547529,0.544401544402,0.522842639594,0.481481481481,0.538461538462
6,0.550387596899,0.418439716312,0.408450704225,0.5625,0.459854014599,0.481481481481,0.546391752577,0.459854014599,0.456310679612
7,0.503759398496,0.503759398496,0.481481481481,0.550387596899,0.509433962264,0.574803149606,0.515151515152,0.526717557252,0.515151515152
8,0.481481481481,0.481481481481,0.515151515152,0.538461538462,0.515151515152,0.526717557252,0.515151515152,0.503759398496,0.515151515152
9,0.481481481481,0.503759398496,0.449275362319,0.503759398496,0.532567049808,0.481481481481,0.503759398496,0.554404145078,0.488833746898
10,0.503759398496,0.492537313433,0.470588235294,0.509433962264,0.498127340824,0.520912547529,0.542416452442,0.481481481481,0.492537313433
11,0.481481481481,0.492537313433,0.470588235294,0.538461538462,0.538461538462,0.520912547529,0.496259351621,0.507537688442,0.5
12,0.503759398496,0.459854014599,0.449275362319,0.503759398496,0.503759398496,0.532567049808,0.53452685422,0.507537688442,0.477832512315
13,0.418439716312,0.459854014599,0.492537313433,0.459854014599,0.515151515152,0.492537313433,0.456310679612,0.503759398496,0.474201474201
14,0.459854014599,0.449275362319,0.438848920863,0.526717557252,0.509433962264,0.5625,0.488833746898,0.518987341772,0.515151515152
15,0.492537313433,0.449275362319,0.481481481481,0.556420233463,0.486988847584,0.520912547529,0.53452685422,0.488833746898,0.515151515152
16,0.492537313433,0.470588235294,0.428571428571,0.520912547529,0.509433962264,0.492537313433,0.538461538462,0.5,0.466992665037
17,0.438848920863,0.398601398601,0.428571428571,0.544401544402,0.4440433213,0.544401544402,0.496259351621,0.438848920863,0.526717557252
18,0.503759398496,0.550387596899,0.481481481481,0.520912547529,0.498127340824,0.532567049808,0.507537688442,0.515151515152,0.526717557252
19,0.526717557252,0.418439716312,0.481481481481,0.581027667984,0.498127340824,0.515151515152,0.542416452442,0.485148514851,0.554404145078
20,0.428571428571,0.449275362319,0.538461538462,0.526717557252,0.481481481481,0.538461538462,0.518987341772,0.466992665037,0.550387596899
21,0.408450704225,0.470588235294,0.398601398601,0.486988847584,0.515151515152,0.486988847584,0.507537688442,0.496259351621,0.503759398496
22,0.418439716312,0.470588235294,0.492537313433,0.486988847584,0.520912547529,0.509433962264,0.5,0.507537688442,0.492537313433
23,0.481481481481,0.538461538462,0.449275362319,0.476014760148,0.498127340824,0.498127340824,0.522842639594,0.515151515152,0.474201474201
24,0.408450704225,0.503759398496,0.459854014599,0.538461538462,0.538461538462,0.532567049808,0.53452685422,0.518987341772,0.518987341772
25,0.470588235294,0.470588235294,0.470588235294,0.503759398496,0.498127340824,0.509433962264,0.507537688442,0.481481481481,0.492537313433
26,0.515151515152,0.398601398601,0.438848920863,0.486988847584,0.498127340824,0.526717557252,0.530612244898,0.488833746898,0.515151515152
27,0.515151515152,0.428571428571,0.459854014599,0.492537313433,0.515151515152,0.481481481481,0.477832512315,0.511335012594,0.463414634146
28,0.418439716312,0.438848920863,0.408450704225,0.486988847584,0.503759398496,0.465201465201,0.459854014599,0.485148514851,0.485148514851
29,0.503759398496,0.503759398496,0.428571428571,0.544401544402,0.459854014599,0.509433962264,0.550387596899,0.463414634146,0.481481481481
30,0.470588235294,0.492537313433,0.449275362319,0.509433962264,0.492537313433,0.532567049808,0.570680628272,0.515151515152,0.515151515152
31,0.492537313433,0.481481481481,0.470588235294,0.509433962264,0.526717557252,0.550387596899,0.511335012594,0.546391752577,0.507537688442
32,0.587301587302,0.481481481481,0.428571428571,0.498127340824,0.498127340824,0.481481481481,0.503759398496,0.503759398496,0.485148514851
33,0.470588235294,0.503759398496,0.492537313433,0.532567049808,0.532567049808,0.544401544402,0.530612244898,0.550387596899,0.507537688442
34,0.459854014599,0.503759398496,0.492537313433,0.515151515152,0.492537313433,0.492537313433,0.518987341772,0.485148514851,0.488833746898
35,0.449275362319,0.481481481481,0.449275362319,0.454545454545,0.498127340824,0.492537313433,0.5,0.496259351621,0.492537313433
36,0.574803149606,0.438848920863,0.503759398496,0.509433962264,0.526717557252,0.5625,0.511335012594,0.526717557252,0.526717557252
37,0.449275362319,0.459854014599,0.503759398496,0.538461538462,0.515151515152,0.5625,0.518987341772,0.481481481481,0.526717557252
38,0.459854014599,0.481481481481,0.449275362319,0.526717557252,0.538461538462,0.520912547529,0.515151515152,0.507537688442,0.518987341772
39,0.459854014599,0.470588235294,0.438848920863,0.498127340824,0.538461538462,0.449275362319,0.526717557252,0.530612244898,0.481481481481
40,0.449275362319,0.438848920863,0.449275362319,0.515151515152,0.532567049808,0.526717557252,0.518987341772,0.522842639594,0.515151515152
41,0.470588235294,0.428571428571,0.369863013699,0.526717557252,0.470588235294,0.470588235294,0.526717557252,0.470588235294,0.470588235294
42,0.481481481481,0.459854014599,0.526717557252,0.503759398496,0.532567049808,0.538461538462,0.526717557252,0.496259351621,0.507537688442
43,0.449275362319,0.459854014599,0.526717557252,0.492537313433,0.556420233463,0.520912547529,0.485148514851,0.503759398496,0.511335012594
44,0.459854014599,0.481481481481,0.438848920863,0.515151515152,0.526717557252,0.492537313433,0.488833746898,0.515151515152,0.515151515152
45,0.438848920863,0.481481481481,0.492537313433,0.498127340824,0.520912547529,0.526717557252,0.5,0.481481481481,0.522842639594
46,0.515151515152,0.481481481481,0.449275362319,0.515151515152,0.492537313433,0.503759398496,0.526717557252,0.477832512315,0.496259351621
47,0.515151515152,0.459854014599,0.428571428571,0.470588235294,0.486988847584,0.481481481481,0.515151515152,0.474201474201,0.481481481481
48,0.408450704225,0.470588235294,0.459854014599,0.470588235294,0.532567049808,0.470588235294,0.477832512315,0.511335012594,0.459854014599
49,0.438848920863,0.503759398496,0.526717557252,0.449275362319,0.532567049808,0.538461538462,0.466992665037,0.518987341772,0.538461538462
50,0.538461538462,0.503759398496,0.459854014599,0.544401544402,0.492537313433,0.538461538462,0.542416452442,0.466992665037,0.538461538462
51,0.515151515152,0.459854014599,0.503759398496,0.498127340824,0.476014760148,0.587301587302,0.515151515152,0.481481481481,0.538461538462
52,0.503759398496,0.438848920863,0.526717557252,0.486988847584,0.574803149606,0.509433962264,0.53452685422,0.492537313433,0.481481481481
53,0.449275362319,0.492537313433,0.459854014599,0.498127340824,0.520912547529,0.481481481481,0.530612244898,0.507537688442,0.507537688442
54,0.492537313433,0.438848920863,0.438848920863,0.515151515152,0.515151515152,0.515151515152,0.488833746898,0.530612244898,0.515151515152
55,0.503759398496,0.428571428571,0.526717557252,0.532567049808,0.526717557252,0.526717557252,0.522842639594,0.503759398496,0.5
56,0.492537313433,0.470588235294,0.492537313433,0.544401544402,0.503759398496,0.532567049808,0.550387596899,0.492537313433,0.511335012594
57,0.470588235294,0.428571428571,0.398601398601,0.520912547529,0.503759398496,0.509433962264,0.550387596899,0.496259351621,0.518987341772
58,0.481481481481,0.459854014599,0.526717557252,0.486988847584,0.550387596899,0.56862745098,0.492537313433,0.53452685422,0.511335012594
59,0.470588235294,0.515151515152,0.503759398496,0.509433962264,0.492537313433,0.556420233463,0.511335012594,0.530612244898,0.522842639594
60,0.459854014599,0.492537313433,0.449275362319,0.498127340824,0.532567049808,0.515151515152,0.496259351621,0.522842639594,0.507537688442
61,0.515151515152,0.408450704225,0.470588235294,0.532567049808,0.481481481481,0.509433962264,0.53452685422,0.492537313433,0.481481481481
62,0.459854014599,0.459854014599,0.459854014599,0.481481481481,0.532567049808,0.476014760148,0.481481481481,0.546391752577,0.463414634146
63,0.449275362319,0.550387596899,0.492537313433,0.4440433213,0.538461538462,0.515151515152,0.477832512315,0.511335012594,0.522842639594
64,0.492537313433,0.459854014599,0.408450704225,0.532567049808,0.515151515152,0.544401544402,0.503759398496,0.503759398496,0.507537688442
65,0.503759398496,0.438848920863,0.459854014599,0.5625,0.454545454545,0.515151515152,0.518987341772,0.459854014599,0.507537688442
66,0.428571428571,0.492537313433,0.449275362319,0.492537313433,0.544401544402,0.486988847584,0.503759398496,0.526717557252,0.526717557252
67,0.503759398496,0.459854014599,0.492537313433,0.486988847584,0.532567049808,0.515151515152,0.515151515152,0.492537313433,0.485148514851
68,0.449275362319,0.438848920863,0.481481481481,0.532567049808,0.492537313433,0.509433962264,0.5,0.511335012594,0.485148514851
69,0.459854014599,0.492537313433,0.428571428571,0.492537313433,0.492537313433,0.492537313433,0.492537313433,0.515151515152,0.488833746898
70,0.449275362319,0.351351351351,0.459854014599,0.465201465201,0.498127340824,0.526717557252,0.492537313433,0.5,0.53452685422
71,0.449275362319,0.408450704225,0.438848920863,0.520912547529,0.492537313433,0.526717557252,0.503759398496,0.477832512315,0.538461538462
72,0.470588235294,0.449275362319,0.481481481481,0.481481481481,0.526717557252,0.538461538462,0.492537313433,0.503759398496,0.511335012594
73,0.481481481481,0.481481481481,0.481481481481,0.509433962264,0.476014760148,0.503759398496,0.530612244898,0.496259351621,0.542416452442
74,0.459854014599,0.492537313433,0.492537313433,0.498127340824,0.509433962264,0.538461538462,0.485148514851,0.546391752577,0.53452685422
75,0.526717557252,0.428571428571,0.503759398496,0.476014760148,0.544401544402,0.556420233463,0.474201474201,0.496259351621,0.507537688442
76,0.408450704225,0.470588235294,0.470588235294,0.481481481481,0.526717557252,0.515151515152,0.507537688442,0.485148514851,0.511335012594
77,0.459854014599,0.438848920863,0.492537313433,0.526717557252,0.538461538462,0.520912547529,0.550387596899,0.522842639594,0.511335012594
78,0.492537313433,0.470588235294,0.492537313433,0.492537313433,0.492537313433,0.520912547529,0.503759398496,0.5,0.5
79,0.526717557252,0.526717557252,0.459854014599,0.538461538462,0.581027667984,0.515151515152,0.526717557252,0.53452685422,0.492537313433
80,0.526717557252,0.428571428571,0.550387596899,0.532567049808,0.520912547529,0.5625,0.496259351621,0.511335012594,0.522842639594
81,0.438848920863,0.438848920863,0.470588235294,0.532567049808,0.509433962264,0.459854014599,0.530612244898,0.481481481481,0.477832512315
82,0.492537313433,0.449275362319,0.388888888889,0.492537313433,0.550387596899,0.492537313433,0.515151515152,0.511335012594,0.477832512315
83,0.470588235294,0.503759398496,0.459854014599,0.520912547529,0.498127340824,0.556420233463,0.530612244898,0.485148514851,0.515151515152
84,0.470588235294,0.438848920863,0.481481481481,0.520912547529,0.498127340824,0.503759398496,0.507537688442,0.503759398496,0.526717557252
85,0.526717557252,0.449275362319,0.492537313433,0.476014760148,0.498127340824,0.515151515152,0.463414634146,0.477832512315,0.538461538462
86,0.418439716312,0.470588235294,0.459854014599,0.481481481481,0.538461538462,0.532567049808,0.538461538462,0.496259351621,0.518987341772
87,0.481481481481,0.418439716312,0.470588235294,0.574803149606,0.486988847584,0.509433962264,0.550387596899,0.5,0.485148514851
88,0.438848920863,0.459854014599,0.398601398601,0.481481481481,0.481481481481,0.515151515152,0.5,0.511335012594,0.503759398496
89,0.470588235294,0.428571428571,0.515151515152,0.538461538462,0.481481481481,0.538461538462,0.542416452442,0.477832512315,0.515151515152
90,0.459854014599,0.470588235294,0.408450704225,0.532567049808,0.544401544402,0.498127340824,0.546391752577,0.5,0.503759398496
91,0.438848920863,0.408450704225,0.481481481481,0.492537313433,0.515151515152,0.509433962264,0.503759398496,0.488833746898,0.5
92,0.526717557252,0.515151515152,0.449275362319,0.538461538462,0.56862745098,0.509433962264,0.53452685422,0.518987341772,0.485148514851
93,0.503759398496,0.449275362319,0.459854014599,0.503759398496,0.498127340824,0.503759398496,0.515151515152,0.488833746898,0.507537688442
94,0.438848920863,0.418439716312,0.449275362319,0.492537313433,0.498127340824,0.492537313433,0.507537688442,0.488833746898,0.5
95,0.515151515152,0.470588235294,0.526717557252,0.449275362319,0.481481481481,0.509433962264,0.515151515152,0.511335012594,0.492537313433
96,0.449275362319,0.449275362319,0.459854014599,0.520912547529,0.509433962264,0.470588235294,0.522842639594,0.53452685422,0.477832512315
97,0.449275362319,0.418439716312,0.449275362319,0.520912547529,0.538461538462,0.526717557252,0.507537688442,0.526717557252,0.507537688442
98,0.481481481481,0.459854014599,0.470588235294,0.544401544402,0.503759398496,0.481481481481,0.503759398496,0.470588235294,0.511335012594
99,0.449275362319,0.492537313433,0.438848920863,0.509433962264,0.526717557252,0.454545454545,0.518987341772,0.522842639594,0.466992665037
