,random_100,socialstudies_languagearts_100,languagearts_socialstudies_100,random_200,socialstudies_languagearts_200,languagearts_socialstudies_200,random_300,socialstudies_languagearts_300,languagearts_socialstudies_300
0,0.273885350318,0.273885350318,0.298701298701,0.0582010582011,0.0928961748634,0.0752688172043,0.0362694300518,0.0416666666667,0.0362694300518
1,0.273885350318,0.25,0.282051282051,0.063829787234,0.0869565217391,0.0582010582011,0.0416666666667,0.0582010582011,0.0362694300518
2,0.25,0.26582278481,0.282051282051,0.0928961748634,0.0695187165775,0.0582010582011,0.063829787234,0.0309278350515,0.063829787234
3,0.290322580645,0.226993865031,0.234567901235,0.0869565217391,0.104972375691,0.0928961748634,0.063829787234,0.0416666666667,0.063829787234
4,0.26582278481,0.273885350318,0.25,0.0582010582011,0.104972375691,0.0869565217391,0.0582010582011,0.0526315789474,0.0471204188482
5,0.26582278481,0.226993865031,0.282051282051,0.063829787234,0.0810810810811,0.0928961748634,0.0362694300518,0.063829787234,0.0471204188482
6,0.25786163522,0.25,0.25,0.0471204188482,0.0752688172043,0.0928961748634,0.0582010582011,0.0416666666667,0.0362694300518
7,0.242236024845,0.242236024845,0.290322580645,0.0989010989011,0.063829787234,0.063829787234,0.0695187165775,0.0526315789474,0.0416666666667
8,0.26582278481,0.25786163522,0.226993865031,0.129943502825,0.0582010582011,0.104972375691,0.0695187165775,0.063829787234,0.0362694300518
9,0.25,0.242236024845,0.282051282051,0.063829787234,0.0928961748634,0.0582010582011,0.0695187165775,0.0526315789474,0.0471204188482
10,0.324503311258,0.26582278481,0.26582278481,0.104972375691,0.117318435754,0.0752688172043,0.0869565217391,0.0582010582011,0.0582010582011
11,0.307189542484,0.324503311258,0.25,0.0810810810811,0.0752688172043,0.0752688172043,0.0362694300518,0.0582010582011,0.063829787234
12,0.273885350318,0.315789473684,0.26582278481,0.0869565217391,0.0989010989011,0.0526315789474,0.0471204188482,0.0582010582011,0.0695187165775
13,0.307189542484,0.242236024845,0.25786163522,0.0695187165775,0.0869565217391,0.0869565217391,0.0582010582011,0.0526315789474,0.0526315789474
14,0.26582278481,0.273885350318,0.273885350318,0.104972375691,0.0582010582011,0.111111111111,0.0362694300518,0.0582010582011,0.0582010582011
15,0.282051282051,0.282051282051,0.25786163522,0.0752688172043,0.0810810810811,0.0582010582011,0.0810810810811,0.0582010582011,0.0309278350515
16,0.226993865031,0.219512195122,0.307189542484,0.0526315789474,0.063829787234,0.104972375691,0.0526315789474,0.0752688172043,0.0471204188482
17,0.315789473684,0.298701298701,0.226993865031,0.0695187165775,0.0928961748634,0.0752688172043,0.063829787234,0.0362694300518,0.0362694300518
18,0.298701298701,0.234567901235,0.219512195122,0.0810810810811,0.0752688172043,0.0752688172043,0.0416666666667,0.0416666666667,0.063829787234
19,0.298701298701,0.25,0.242236024845,0.0928961748634,0.0810810810811,0.0989010989011,0.0695187165775,0.0582010582011,0.0526315789474
20,0.324503311258,0.242236024845,0.273885350318,0.0810810810811,0.0810810810811,0.0810810810811,0.0526315789474,0.0416666666667,0.063829787234
21,0.282051282051,0.298701298701,0.26582278481,0.0752688172043,0.0752688172043,0.0582010582011,0.0695187165775,0.0416666666667,0.0526315789474
22,0.234567901235,0.25786163522,0.273885350318,0.0582010582011,0.0810810810811,0.0928961748634,0.0204081632653,0.0582010582011,0.0582010582011
23,0.282051282051,0.25,0.26582278481,0.0928961748634,0.063829787234,0.0810810810811,0.0582010582011,0.0471204188482,0.0471204188482
24,0.26582278481,0.234567901235,0.25,0.0582010582011,0.0869565217391,0.0989010989011,0.0582010582011,0.0309278350515,0.0526315789474
25,0.25,0.234567901235,0.282051282051,0.0810810810811,0.0928961748634,0.0869565217391,0.0582010582011,0.0582010582011,0.0416666666667
26,0.290322580645,0.25786163522,0.290322580645,0.0869565217391,0.0869565217391,0.0869565217391,0.0526315789474,0.0362694300518,0.063829787234
27,0.342281879195,0.242236024845,0.290322580645,0.0989010989011,0.0695187165775,0.0928961748634,0.0695187165775,0.0526315789474,0.0471204188482
28,0.333333333333,0.226993865031,0.307189542484,0.0869565217391,0.0752688172043,0.0752688172043,0.063829787234,0.0526315789474,0.0526315789474
29,0.25,0.25,0.25786163522,0.0695187165775,0.0810810810811,0.129943502825,0.0309278350515,0.0416666666667,0.0309278350515
30,0.298701298701,0.219512195122,0.298701298701,0.0752688172043,0.0810810810811,0.0810810810811,0.0582010582011,0.0471204188482,0.0416666666667
31,0.315789473684,0.25,0.25786163522,0.0869565217391,0.063829787234,0.0695187165775,0.0416666666667,0.0752688172043,0.0752688172043
32,0.25786163522,0.26582278481,0.242236024845,0.0810810810811,0.0810810810811,0.063829787234,0.0362694300518,0.0471204188482,0.0471204188482
33,0.282051282051,0.25786163522,0.26582278481,0.0526315789474,0.063829787234,0.0928961748634,0.0752688172043,0.0362694300518,0.025641025641
34,0.25786163522,0.298701298701,0.273885350318,0.0810810810811,0.0869565217391,0.123595505618,0.025641025641,0.025641025641,0.0471204188482
35,0.298701298701,0.226993865031,0.26582278481,0.0869565217391,0.0869565217391,0.111111111111,0.0471204188482,0.063829787234,0.0526315789474
36,0.273885350318,0.234567901235,0.351351351351,0.063829787234,0.0989010989011,0.0810810810811,0.063829787234,0.0471204188482,0.0526315789474
37,0.26582278481,0.242236024845,0.242236024845,0.0869565217391,0.0810810810811,0.0582010582011,0.0471204188482,0.025641025641,0.0416666666667
38,0.298701298701,0.273885350318,0.282051282051,0.0928961748634,0.0752688172043,0.0928961748634,0.0416666666667,0.0309278350515,0.0471204188482
39,0.290322580645,0.234567901235,0.25,0.063829787234,0.111111111111,0.0695187165775,0.0695187165775,0.0582010582011,0.0526315789474
40,0.290322580645,0.273885350318,0.242236024845,0.0810810810811,0.0810810810811,0.0471204188482,0.0416666666667,0.0526315789474,0.0582010582011
41,0.298701298701,0.26582278481,0.282051282051,0.0869565217391,0.0989010989011,0.0810810810811,0.063829787234,0.063829787234,0.0471204188482
42,0.282051282051,0.226993865031,0.282051282051,0.0471204188482,0.0695187165775,0.0582010582011,0.0752688172043,0.0471204188482,0.0582010582011
43,0.307189542484,0.226993865031,0.290322580645,0.0810810810811,0.0471204188482,0.0752688172043,0.010101010101,0.0695187165775,0.0416666666667
44,0.219512195122,0.242236024845,0.307189542484,0.0416666666667,0.0810810810811,0.0989010989011,0.0526315789474,0.0416666666667,0.0362694300518
45,0.315789473684,0.25786163522,0.226993865031,0.063829787234,0.0928961748634,0.0582010582011,0.0582010582011,0.0526315789474,0.0582010582011
46,0.315789473684,0.25786163522,0.315789473684,0.063829787234,0.0869565217391,0.0810810810811,0.0695187165775,0.063829787234,0.0695187165775
47,0.273885350318,0.25,0.219512195122,0.0526315789474,0.0810810810811,0.123595505618,0.0362694300518,0.0471204188482,0.0416666666667
48,0.290322580645,0.282051282051,0.273885350318,0.0695187165775,0.104972375691,0.0810810810811,0.063829787234,0.0810810810811,0.0416666666667
49,0.25,0.26582278481,0.282051282051,0.0582010582011,0.0752688172043,0.142857142857,0.0869565217391,0.0526315789474,0.0526315789474
